"coef","pvalue","tscore","edge","cor_coef","pvalue_adj"
50.82818923715148,0.00019812869172068173,4.542559089820684,"PrCG_L",0.7126089816123349,"0.03744632273520885"
34.992703350250764,0.0012418319682280673,3.7566941637831026,"SMG_L",0.6432021209103251,"0.10522864776819094"
44.834728191963784,0.001670295996320491,3.6293867096063246,"PoCG_L",0.6301507889093892,"0.10522864776819094"
27.898311323752722,0.006791499171751443,3.018211621274183,"IFG_opercularis_L",0.5594117159607225,"0.3208983358652557"
34.50495321536217,0.009465528788197083,2.8700414427239993,"MFG_L",0.5401045434248739,"0.3577969881938497"
36.16023403175072,0.011375585303374439,2.787149436591203,"SPG_L",0.5289155979717864,"0.3583309370562948"
32.03595269126807,0.015165684139177953,2.6560387383734274,"PIns_L",0.5106393911171005,"0.40947347175780474"
30.81037023242323,0.01752033094287775,2.589494159863272,"SLF_L",0.5010888529594897,"0.4139178185254868"
116.23445061222262,0.026196862016353163,2.40094212034953,"dorsal_ACC_L",0.47301034255828345,"0.5501341023434164"
24.05803968328864,0.0508712462105918,2.077295880665326,"AG_L",0.4212692992915186,"0.7603047759584751"
22.335586854211552,0.05555112875778417,2.0329054679559824,"Ins_L",0.41382258111603426,"0.7603047759584751"
5943.9820492615545,0.06034164888559324,1.990811288268174,"SFG_R",0.4066834640393651,"0.7603047759584751"
20629.99470863829,0.06034164888559324,1.990811288268174,"PrCG_R",0.40668346403936495,"0.7603047759584751"
2074.01480528839,0.06034164888559324,1.990811288268174,"dorsal_ACC_R",0.40668346403936495,"0.7603047759584751"
1.0262135714108414e6,0.06034164888559326,1.9908112882681739,"PoCG_R",0.40668346403936506,"0.7603047759584751"
49.744496713839375,0.07624138647585128,1.869674913198673,"SFG_L",0.38571990571070086,"0.9006013777459932"
17.429040764097667,0.08720545903675743,1.79852358434552,"IFG_triangularis_L",0.37311930792984566,"0.969519515173362"
157.254358805217,0.09305543896643162,1.7636924170058061,"PrCu_L",0.36687416862884503,"0.977082109147532"
-629.1508445683041,0.14655356200015118,-1.5105041374982473,"CGH_L",-0.31999891866008046,"1.0"
15.873509829527087,0.14702232818834146,1.5086570038831442,"EC_L",0.31964760937219294,"1.0"
128109.25924855618,0.15135168435020832,1.4918224784351959,"PSTG_R",0.3164397564315963,"1.0"
-320.0330687904466,0.16539412066463172,-1.4397997514845347,"Fx_L",-0.3064581553785161,"1.0"
-325.49656982187,0.16539412066463183,-1.4397997514845342,"RG_L",-0.306458155378516,"1.0"
-2197.1564626356853,0.16539412066463183,-1.4397997514845342,"subcallosal_ACC_L",-0.30645815537851595,"1.0"
-41.01875034046358,0.18667293658307232,-1.3673967693424092,"Caud_L",-0.29239665679645044,"1.0"
37.62024544101306,0.21779727851082198,1.272481968588,"LV_occipital_L",0.2736728552938035,"1.0"
